"Country","Response_measure","date_start","date_end"
"Netherlands","ClosSec",2020-03-16,2020-06-01
"Netherlands","ClosSec",2020-12-16,2021-02-28
"Netherlands","ClosSec",2021-12-20,NA
"Netherlands","ClosSecPartial",2020-06-02,2020-06-30
"Netherlands","ClosSecPartial",2021-03-01,2021-05-31
"Netherlands","ClosureOfPublicTransportPartial",2020-03-12,2020-05-31
"Netherlands","ClosureOfPublicTransportPartial",2020-12-15,2021-05-18
"Netherlands","EntertainmentVenues",2020-03-12,2020-05-31
"Netherlands","EntertainmentVenues",2020-11-04,2021-05-18
"Netherlands","EntertainmentVenues",2021-12-19,NA
"Netherlands","EntertainmentVenuesPartial",2020-06-01,2020-11-03
"Netherlands","EntertainmentVenuesPartial",2021-05-19,2021-06-25
"Netherlands","EntertainmentVenuesPartial",2021-07-10,2021-12-18
"Netherlands","GymsSportsCentres",2020-03-16,2020-04-28
"Netherlands","GymsSportsCentres",2020-12-15,2021-05-18
"Netherlands","GymsSportsCentresPartial",2020-04-29,2020-06-30
"Netherlands","GymsSportsCentresPartial",2020-10-14,2020-12-14
"Netherlands","GymsSportsCentresPartial",2021-05-19,2021-06-04
"Netherlands","GymsSportsCentresPartial",2021-11-28,NA
"Netherlands","IndoorOver100",2020-03-12,2020-03-22
"Netherlands","IndoorOver100",2020-06-01,2020-09-28
"Netherlands","IndoorOver100",2021-06-26,2021-11-12
"Netherlands","IndoorOver1000",2021-11-13,2021-12-18
"Netherlands","IndoorOver50",2020-09-29,2020-10-13
"Netherlands","MasksMandatoryAllSpaces",2021-11-28,NA
"Netherlands","MasksMandatoryClosedSpaces",2020-12-01,2021-06-25
"Netherlands","MasksMandatoryClosedSpaces",2021-11-06,2021-11-27
"Netherlands","MasksMandatoryClosedSpacesPartial",2020-06-01,2020-10-04
"Netherlands","MasksMandatoryClosedSpacesPartial",2021-06-26,2021-11-05
"Netherlands","MasksVoluntaryClosedSpacesPartial",2020-10-05,2020-11-30
"Netherlands","MassGather50",2020-03-23,2020-05-31
"Netherlands","MassGather50",2020-09-29,2020-10-13
"Netherlands","MassGather50",2020-11-04,2021-06-04
"Netherlands","MassGather50",2021-12-19,NA
"Netherlands","MassGather50Partial",2020-10-14,2020-11-03
"Netherlands","MassGather50Partial",2021-06-05,2021-06-25
"Netherlands","MassGatherAll",2020-03-12,2020-06-30
"Netherlands","MassGatherAll",2020-09-29,2020-10-13
"Netherlands","MassGatherAll",2020-11-04,2021-06-04
"Netherlands","MassGatherAll",2021-12-19,NA
"Netherlands","MassGatherAllPartial",2020-07-01,2020-09-28
"Netherlands","MassGatherAllPartial",2020-10-14,2020-11-03
"Netherlands","MassGatherAllPartial",2021-06-05,2021-12-18
"Netherlands","NonEssentialShops",2020-12-15,2021-03-02
"Netherlands","NonEssentialShops",2021-12-19,NA
"Netherlands","NonEssentialShopsPartial",2021-03-03,2021-06-04
"Netherlands","NonEssentialShopsPartial",2021-11-13,2021-12-18
"Netherlands","OutdoorOver100",2020-03-12,2020-03-22
"Netherlands","OutdoorOver100",2021-06-26,2021-08-17
"Netherlands","OutdoorOver1000",2021-08-18,2021-12-18
"Netherlands","OutdoorOver50",2020-09-29,2020-10-13
"Netherlands","OutdoorOver500",2020-07-01,2020-09-28
"Netherlands","PlaceOfWorship",2020-03-16,2020-05-31
"Netherlands","PlaceOfWorshipPartial",2020-06-01,2020-06-30
"Netherlands","PrivateGatheringRestrictions",2020-03-23,2020-06-30
"Netherlands","PrivateGatheringRestrictions",2020-08-18,2021-06-25
"Netherlands","PrivateGatheringRestrictionsPartial",2021-07-10,2021-08-13
"Netherlands","PrivateGatheringRestrictionsPartial",2021-11-13,NA
"Netherlands","QuarantineForInternationalTravellers",2020-03-14,2021-09-21
"Netherlands","QuarantineForInternationalTravellersPartial",2021-09-22,NA
"Netherlands","RestaurantsCafes",2020-03-15,2020-05-31
"Netherlands","RestaurantsCafes",2020-10-14,2021-04-27
"Netherlands","RestaurantsCafes",2021-12-19,NA
"Netherlands","RestaurantsCafesPartial",2020-06-01,2020-06-30
"Netherlands","RestaurantsCafesPartial",2020-09-29,2020-10-13
"Netherlands","RestaurantsCafesPartial",2021-04-28,2021-06-04
"Netherlands","RestaurantsCafesPartial",2021-07-10,2021-12-18
"Netherlands","StayHomeGen",2020-03-18,2020-05-10
"Netherlands","StayHomeGen",2020-12-15,2021-01-22
"Netherlands","StayHomeGen",2021-04-29,2021-06-04
"Netherlands","StayHomeGen",2021-11-28,NA
"Netherlands","StayHomeGenPartial",2020-05-11,2020-06-01
"Netherlands","StayHomeGenPartial",2020-11-04,2020-12-14
"Netherlands","StayHomeOrderPartial",2021-01-23,2021-04-28
"Netherlands","StayHomeRiskG",2020-03-13,2020-06-26
"Netherlands","Teleworking",2020-03-12,2020-05-31
"Netherlands","Teleworking",2020-08-18,2021-06-25
"Netherlands","Teleworking",2021-07-19,NA
"Netherlands","TeleworkingPartial",2020-06-01,2020-08-17
"Netherlands","TeleworkingPartial",2021-06-26,2021-07-18
"Netherlands","WorkplaceClosures",2020-03-23,2020-05-10
"Netherlands","WorkplaceClosures",2020-12-15,2021-03-02
"Netherlands","WorkplaceClosuresPartial",2021-03-03,2021-04-27
"Norway","AdaptationOfWorkplacePartial",2021-07-28,2021-09-25
"Norway","BanOnAllEvents",2020-03-12,2020-05-06
"Norway","ClosDaycare",2020-03-12,2020-04-20
"Norway","ClosDaycarePartial",2021-07-08,2021-10-11
"Norway","ClosHigh",2020-03-12,2020-06-14
"Norway","ClosHigh",2021-01-04,2021-02-18
"Norway","ClosHighPartial",2020-11-09,2021-01-03
"Norway","ClosHighPartial",2021-02-19,2021-09-25
"Norway","ClosPrim",2020-03-12,2020-04-26
"Norway","ClosPubAny",2020-03-12,2020-05-31
"Norway","ClosPubAnyPartial",2020-06-01,2021-09-25
"Norway","ClosPubAnyPartial",2021-12-09,NA
"Norway","ClosSec",2020-03-12,2020-05-11
"Norway","ClosSecPartial",2021-01-04,2021-01-17
"Norway","EntertainmentVenues",2020-03-12,2020-05-31
"Norway","EntertainmentVenues",2021-03-25,2021-09-25
"Norway","EntertainmentVenues",2021-12-13,NA
"Norway","EntertainmentVenuesPartial",2020-06-01,2021-01-03
"Norway","GymsSportsCentres",2020-03-12,2020-05-14
"Norway","GymsSportsCentres",2021-01-03,2021-01-17
"Norway","GymsSportsCentres",2021-03-25,2021-04-15
"Norway","GymsSportsCentresPartial",2021-01-18,2021-03-24
"Norway","GymsSportsCentresPartial",2021-04-16,2021-09-25
"Norway","IndoorOver100",2021-02-19,2021-03-24
"Norway","IndoorOver100",2021-04-16,2021-06-17
"Norway","IndoorOver1000",2021-12-09,NA
"Norway","IndoorOver50",2020-05-07,2020-06-14
"Norway","IndoorOver50",2021-03-25,2021-04-15
"Norway","IndoorOver500",2020-06-15,2021-02-18
"Norway","MasksVoluntaryAllSpacesPartial",2020-08-14,NA
"Norway","MassGather50",2020-03-12,2020-06-14
"Norway","MassGather50",2021-03-25,2021-04-15
"Norway","MassGatherAll",2020-03-12,2020-06-14
"Norway","MassGatherAll",2020-10-12,2021-05-26
"Norway","MassGatherAllPartial",2020-06-15,2020-10-11
"Norway","MassGatherAllPartial",2021-05-27,2021-06-17
"Norway","MassGatherAllPartial",2021-12-09,NA
"Norway","OutdoorOver1000",2021-12-13,NA
"Norway","OutdoorOver50",2020-05-07,2020-06-14
"Norway","OutdoorOver50",2021-03-25,2021-04-15
"Norway","OutdoorOver500",2020-06-15,2021-03-24
"Norway","OutdoorOver500",2021-04-16,2021-06-17
"Norway","PrivateGatheringRestrictions",2020-06-02,2021-09-25
"Norway","PrivateGatheringRestrictions",2021-12-09,NA
"Norway","QuarantineForInternationalTravellers",2020-07-15,2021-03-05
"Norway","QuarantineForInternationalTravellers",2021-03-29,2021-06-11
"Norway","QuarantineForInternationalTravellersPartial",2020-05-07,2020-07-14
"Norway","QuarantineForInternationalTravellersPartial",2021-03-06,2021-03-28
"Norway","QuarantineForInternationalTravellersPartial",2021-06-12,NA
"Norway","RestaurantsCafes",2020-03-12,2020-05-31
"Norway","RestaurantsCafesPartial",2020-06-01,2021-09-25
"Norway","RestaurantsCafesPartial",2021-12-09,NA
"Norway","StayHomeGen",2020-11-05,2021-01-03
"Norway","StayHomeRiskG",2020-03-12,2020-06-01
"Norway","Teleworking",2020-03-10,2021-06-17
"Norway","TeleworkingPartial",2021-06-18,2021-09-25
"Poland","AdaptationOfWorkplace",2020-04-02,NA
"Poland","BanOnAllEvents",2020-03-14,2020-05-03
"Poland","BanOnAllEvents",2020-11-07,2021-05-07
"Poland","BanOnAllEventsPartial",2020-07-17,2020-08-06
"Poland","ClosDaycare",2020-03-12,2020-05-06
"Poland","ClosDaycarePartial",2021-03-27,2021-04-18
"Poland","ClosHigh",2020-03-12,2020-05-24
"Poland","ClosHighPartial",2020-05-25,2020-08-31
"Poland","ClosHighPartial",2020-10-01,NA
"Poland","ClosPrim",2020-03-12,2020-05-24
"Poland","ClosPrim",2020-11-10,2021-01-17
"Poland","ClosPrim",2021-03-20,2021-04-25
"Poland","ClosPrim",2021-12-20,NA
"Poland","ClosPrimPartial",2020-05-25,2020-06-30
"Poland","ClosPrimPartial",2020-10-24,2020-11-09
"Poland","ClosPrimPartial",2021-01-18,2021-03-19
"Poland","ClosPrimPartial",2021-04-26,2021-05-28
"Poland","ClosPubAny",2020-03-14,2020-03-14
"Poland","ClosPubAnyPartial",2020-03-15,NA
"Poland","ClosSec",2020-03-12,2020-05-24
"Poland","ClosSec",2020-10-24,2021-05-14
"Poland","ClosSec",2021-12-20,NA
"Poland","ClosSecPartial",2020-05-25,2020-06-30
"Poland","ClosSecPartial",2020-09-01,2020-10-23
"Poland","ClosSecPartial",2021-05-15,2021-05-28
"Poland","ClosureOfPublicTransportPartial",2020-03-15,2021-06-26
"Poland","EntertainmentVenues",2020-03-14,2020-06-06
"Poland","EntertainmentVenues",2020-10-24,2021-01-31
"Poland","EntertainmentVenues",2021-03-20,2021-05-03
"Poland","EntertainmentVenuesPartial",2020-06-07,2020-10-23
"Poland","EntertainmentVenuesPartial",2021-02-01,2021-03-19
"Poland","EntertainmentVenuesPartial",2021-05-04,NA
"Poland","GymsSportsCentres",2020-03-14,2020-06-04
"Poland","GymsSportsCentres",2021-03-20,2021-04-15
"Poland","GymsSportsCentresPartial",2020-06-05,2020-08-06
"Poland","GymsSportsCentresPartial",2021-04-16,NA
"Poland","HotelsOtherAccommodation",2020-03-14,2020-05-04
"Poland","HotelsOtherAccommodationPartial",2020-10-24,NA
"Poland","IndoorOver100",2020-10-10,2020-10-16
"Poland","IndoorOver50",2020-10-23,2020-11-06
"Poland","IndoorOver50",2021-05-28,2021-06-05
"Poland","IndoorOver500",2020-03-10,2020-03-13
"Poland","IndoorOver500",2020-08-07,2020-10-09
"Poland","IndoorOver500",2021-06-06,NA
"Poland","MasksMandatoryAllSpaces",2020-04-16,2020-05-29
"Poland","MasksMandatoryAllSpaces",2020-10-10,2021-05-14
"Poland","MasksMandatoryClosedSpaces",2021-05-15,NA
"Poland","MasksMandatoryClosedSpacesPartial",2020-05-30,2020-09-18
"Poland","MassGather50",2020-03-14,2020-05-03
"Poland","MassGather50",2020-10-23,2021-05-07
"Poland","MassGather50",2021-05-28,2021-06-05
"Poland","MassGather50Partial",2020-07-17,2020-08-06
"Poland","MassGatherAll",2020-03-10,2020-05-03
"Poland","MassGatherAll",2020-05-30,2020-06-18
"Poland","MassGatherAll",2020-10-23,2021-05-07
"Poland","MassGatherAll",2021-05-28,2021-06-05
"Poland","MassGatherAllPartial",2020-06-19,2020-10-16
"Poland","MassGatherAllPartial",2021-06-06,NA
"Poland","NonEssentialShops",2020-03-14,2020-05-17
"Poland","NonEssentialShops",2020-11-07,2021-01-31
"Poland","NonEssentialShops",2021-03-20,2021-04-25
"Poland","NonEssentialShopsPartial",2021-02-01,2021-03-19
"Poland","NonEssentialShopsPartial",2021-04-26,NA
"Poland","OutdoorOver100",2020-05-30,2020-07-16
"Poland","OutdoorOver50",2021-05-28,2021-06-05
"Poland","OutdoorOver500",2020-08-07,2020-10-10
"Poland","OutdoorOver500",2021-06-06,NA
"Poland","PlaceOfWorshipPartial",2020-04-19,2020-05-30
"Poland","PlaceOfWorshipPartial",2020-08-09,NA
"Poland","PrivateGatheringRestrictions",2020-04-02,2020-05-29
"Poland","PrivateGatheringRestrictions",2020-10-17,2021-05-07
"Poland","PrivateGatheringRestrictionsPartial",2021-05-08,2021-05-27
"Poland","QuarantineForInternationalTravellers",2020-03-15,NA
"Poland","RestaurantsCafes",2020-03-14,2020-05-17
"Poland","RestaurantsCafes",2020-10-24,2021-05-14
"Poland","RestaurantsCafesPartial",2020-05-18,2020-05-29
"Poland","RestaurantsCafesPartial",2021-05-15,NA
"Poland","StayHomeGen",2020-04-20,2020-05-04
"Poland","StayHomeOrder",2020-03-24,2020-04-19
"Poland","StayHomeRiskG",2020-03-08,NA
"Poland","Teleworking",2020-03-08,NA
"Portugal","BanOnAllEvents",2020-05-04,2021-04-15
"Portugal","BanOnAllEventsPartial",2021-04-16,2021-06-28
"Portugal","ClosDaycare",2020-03-16,2020-05-17
"Portugal","ClosDaycare",2021-01-22,2021-03-14
"Portugal","ClosDaycarePartial",2020-05-18,2020-05-31
"Portugal","ClosHigh",2020-03-16,2020-05-17
"Portugal","ClosHigh",2021-01-22,2021-04-15
"Portugal","ClosHighPartial",2020-05-18,2020-09-07
"Portugal","ClosPrim",2020-03-16,2020-09-14
"Portugal","ClosPrim",2021-01-22,2021-03-14
"Portugal","ClosPubAny",2020-03-13,2020-03-17
"Portugal","ClosPubAnyPartial",2020-03-18,NA
"Portugal","ClosSec",2020-03-16,2020-05-17
"Portugal","ClosSec",2021-01-22,2021-03-31
"Portugal","ClosSecPartial",2020-05-18,2020-09-14
"Portugal","ClosSecPartial",2021-04-01,2021-04-15
"Portugal","ClosureOfPublicTransportPartial",2020-03-18,2021-08-22
"Portugal","EntertainmentVenues",2020-03-13,2020-05-17
"Portugal","EntertainmentVenues",2021-01-15,2021-04-15
"Portugal","EntertainmentVenuesPartial",2020-05-18,2020-06-01
"Portugal","EntertainmentVenuesPartial",2020-11-24,2021-01-14
"Portugal","EntertainmentVenuesPartial",2021-04-16,2021-09-30
"Portugal","GymsSportsCentres",2020-03-15,2020-05-03
"Portugal","GymsSportsCentres",2021-01-15,2021-03-31
"Portugal","GymsSportsCentresPartial",2020-05-04,2020-11-23
"Portugal","GymsSportsCentresPartial",2021-04-01,2021-04-30
"Portugal","GymsSportsCentresPartial",2021-07-08,2021-07-31
"Portugal","HotelsOtherAccommodationPartial",2021-07-08,NA
"Portugal","IndoorOver100",2020-03-15,2020-05-03
"Portugal","MasksMandatoryAllSpaces",2020-10-28,2021-09-30
"Portugal","MasksMandatoryClosedSpaces",2020-05-04,2020-10-27
"Portugal","MasksMandatoryClosedSpaces",2021-12-01,NA
"Portugal","MasksMandatoryClosedSpacesPartial",2021-10-01,2021-11-30
"Portugal","MasksVoluntaryAllSpaces",2020-10-15,2020-10-27
"Portugal","MassGather50",2020-05-04,2021-04-15
"Portugal","MassGather50Partial",2021-04-16,2021-06-28
"Portugal","MassGatherAll",2020-03-15,2021-04-15
"Portugal","MassGatherAllPartial",2021-04-16,2021-06-28
"Portugal","NonEssentialShops",2020-03-15,2020-05-03
"Portugal","NonEssentialShops",2021-01-15,2021-03-31
"Portugal","NonEssentialShopsPartial",2020-05-04,2020-11-23
"Portugal","NonEssentialShopsPartial",2021-04-01,2021-06-28
"Portugal","OutdoorOver100",2020-03-15,2020-05-03
"Portugal","PlaceOfWorship",2020-03-13,2020-05-30
"Portugal","PrivateGatheringRestrictions",2020-05-03,2021-06-28
"Portugal","QuarantineForInternationalTravellers",2020-02-27,2020-03-17
"Portugal","QuarantineForInternationalTravellers",2021-01-31,2021-06-28
"Portugal","QuarantineForInternationalTravellersPartial",2021-11-28,NA
"Portugal","RegionalStayHomeOrder",2020-04-02,2020-05-03
"Portugal","RestaurantsCafes",2020-03-15,2020-05-31
"Portugal","RestaurantsCafes",2020-11-15,2021-03-31
"Portugal","RestaurantsCafesPartial",2021-04-01,2021-09-30
"Portugal","StayHomeGen",2021-05-01,2021-06-28
"Portugal","StayHomeOrder",2020-03-19,2020-05-02
"Portugal","StayHomeOrder",2021-01-15,2021-04-30
"Portugal","StayHomeRiskG",2020-03-18,2020-05-02
"Portugal","Teleworking",2020-03-16,2020-05-31
"Portugal","Teleworking",2021-01-15,2021-04-30
"Portugal","TeleworkingPartial",2020-06-01,2020-10-22
"Portugal","TeleworkingPartial",2021-05-01,NA
"Romania","AdaptationOfWorkplace",2020-03-16,NA
"Romania","ClosDaycare",2020-03-16,2020-06-14
"Romania","ClosDaycare",2020-11-09,2020-12-23
"Romania","ClosDaycare",2021-01-11,2021-02-07
"Romania","ClosDaycare",2021-10-25,2021-11-05
"Romania","ClosDaycarePartial",2020-06-15,2020-09-14
"Romania","ClosHigh",2020-03-16,2020-06-14
"Romania","ClosHigh",2021-10-25,2021-11-05
"Romania","ClosHighPartial",2020-08-31,2021-03-05
"Romania","ClosPrim",2020-03-16,2020-06-14
"Romania","ClosPrim",2020-11-09,2020-12-23
"Romania","ClosPrim",2021-01-11,2021-02-07
"Romania","ClosPrim",2021-10-25,2021-11-05
"Romania","ClosPrimPartial",2020-06-15,2020-09-14
"Romania","ClosPubAny",2020-03-18,2020-05-13
"Romania","ClosPubAnyPartial",2020-05-14,NA
"Romania","ClosSec",2020-03-16,2020-06-01
"Romania","ClosSec",2020-11-09,2020-12-23
"Romania","ClosSec",2021-01-11,2021-02-07
"Romania","ClosSec",2021-10-25,2021-11-05
"Romania","ClosSecPartial",2020-06-02,2020-09-13
"Romania","ClosSecPartial",2021-02-08,2021-09-01
"Romania","EntertainmentVenues",2020-03-18,2020-05-13
"Romania","EntertainmentVenuesPartial",2020-05-14,NA
"Romania","GymsSportsCentres",2020-03-18,2020-05-30
"Romania","GymsSportsCentresPartial",2020-05-31,2020-06-14
"Romania","GymsSportsCentresPartial",2021-03-25,NA
"Romania","HotelsOtherAccommodation",2020-03-18,2020-05-15
"Romania","HotelsOtherAccommodationPartial",2021-05-15,2021-06-30
"Romania","IndoorOver100",2021-06-09,2021-06-30
"Romania","IndoorOver50",2020-09-01,2021-06-08
"Romania","IndoorOver500",2021-07-01,NA
"Romania","MasksMandatoryAllSpaces",2020-08-01,2021-05-14
"Romania","MasksMandatoryAllSpaces",2021-10-25,NA
"Romania","MasksMandatoryAllSpacesPartial",2021-05-15,2021-10-24
"Romania","MasksMandatoryClosedSpaces",2020-05-15,2020-07-31
"Romania","MassGather50",2020-09-01,2021-06-08
"Romania","MassGatherAll",2020-03-18,2021-05-31
"Romania","MassGatherAllPartial",2021-06-01,NA
"Romania","NonEssentialShops",2020-03-22,2020-05-13
"Romania","NonEssentialShopsPartial",2020-05-14,2020-06-14
"Romania","NonEssentialShopsPartial",2020-11-05,2021-05-14
"Romania","NonEssentialShopsPartial",2021-06-09,NA
"Romania","OutdoorOver1000",2021-06-01,NA
"Romania","OutdoorOver500",2020-03-18,2020-08-31
"Romania","OutdoorOver500",2021-05-15,2021-05-31
"Romania","PlaceOfWorship",2020-03-18,2020-05-14
"Romania","PlaceOfWorshipPartial",2020-05-15,NA
"Romania","PrivateGatheringRestrictions",2020-03-22,NA
"Romania","QuarantineForInternationalTravellers",2020-03-25,2020-08-16
"Romania","QuarantineForInternationalTravellersPartial",2020-08-17,NA
"Romania","RestaurantsCafes",2020-03-18,2020-05-31
"Romania","RestaurantsCafesPartial",2020-06-01,NA
"Romania","StayHomeOrderPartial",2020-03-22,2020-05-13
"Romania","StayHomeOrderPartial",2020-11-09,2021-05-14
"Romania","StayHomeOrderPartial",2021-10-25,NA
"Romania","StayHomeRiskG",2020-03-25,2020-05-14
"Romania","Teleworking",2020-03-16,2021-10-24
"Romania","TeleworkingPartial",2021-10-25,NA
"Slovakia","BanOnAllEvents",2020-03-10,2020-06-03
"Slovakia","BanOnAllEventsPartial",2020-11-02,2020-11-14
"Slovakia","BanOnAllEventsPartial",2020-12-30,2021-04-28
"Slovakia","BanOnAllEventsPartial",2021-11-25,NA
"Slovakia","ClosDaycare",2020-03-16,2020-05-31
"Slovakia","ClosDaycarePartial",2020-06-01,2020-06-30
"Slovakia","ClosHigh",2020-03-16,2020-06-09
"Slovakia","ClosHighPartial",2020-06-10,2021-08-30
"Slovakia","ClosPrim",2020-03-30,2020-05-31
"Slovakia","ClosPrimPartial",2020-06-01,2020-06-30
"Slovakia","ClosPrimPartial",2020-10-12,2021-04-11
"Slovakia","ClosPubAnyPartial",2020-03-12,2020-05-20
"Slovakia","ClosPubAnyPartial",2020-10-01,NA
"Slovakia","ClosSec",2020-03-16,2020-05-31
"Slovakia","ClosSec",2020-10-12,2020-11-15
"Slovakia","ClosSecPartial",2020-06-01,2020-06-30
"Slovakia","ClosSecPartial",2020-11-16,2021-09-02
"Slovakia","EntertainmentVenues",2020-03-16,2020-05-20
"Slovakia","EntertainmentVenues",2020-10-15,2020-11-15
"Slovakia","EntertainmentVenues",2020-12-19,2021-04-26
"Slovakia","EntertainmentVenues",2021-11-25,2021-12-16
"Slovakia","EntertainmentVenuesPartial",2020-11-16,2020-12-18
"Slovakia","EntertainmentVenuesPartial",2021-04-27,2021-11-24
"Slovakia","EntertainmentVenuesPartial",2021-12-17,NA
"Slovakia","GymsSportsCentres",2020-03-16,2020-05-20
"Slovakia","GymsSportsCentres",2020-10-15,2020-11-15
"Slovakia","GymsSportsCentres",2020-12-19,2021-04-25
"Slovakia","GymsSportsCentres",2021-11-25,2021-12-16
"Slovakia","GymsSportsCentresPartial",2020-11-16,2020-12-18
"Slovakia","GymsSportsCentresPartial",2021-04-26,2021-11-24
"Slovakia","GymsSportsCentresPartial",2021-12-17,NA
"Slovakia","HotelsOtherAccommodation",2021-01-01,2021-01-10
"Slovakia","HotelsOtherAccommodationPartial",2020-03-12,2020-05-20
"Slovakia","HotelsOtherAccommodationPartial",2020-12-14,2020-12-31
"Slovakia","HotelsOtherAccommodationPartial",2021-01-11,NA
"Slovakia","IndoorOver100",2020-06-04,2020-06-14
"Slovakia","IndoorOver1000",2020-06-15,2020-08-31
"Slovakia","IndoorOver500",2020-09-01,2020-09-30
"Slovakia","MasksMandatoryAllSpaces",2020-03-25,2020-06-09
"Slovakia","MasksMandatoryAllSpaces",2020-10-01,2021-04-18
"Slovakia","MasksMandatoryAllSpacesPartial",2021-04-19,NA
"Slovakia","MasksMandatoryClosedSpaces",2020-06-10,2020-09-30
"Slovakia","MassGather50",2020-03-10,2020-06-03
"Slovakia","MassGather50Partial",2020-11-02,2020-11-14
"Slovakia","MassGather50Partial",2020-12-30,2021-04-28
"Slovakia","MassGather50Partial",2021-11-25,NA
"Slovakia","MassGatherAll",2020-03-10,2020-09-30
"Slovakia","MassGatherAllPartial",2020-11-02,2020-11-14
"Slovakia","MassGatherAllPartial",2020-12-30,2021-04-28
"Slovakia","MassGatherAllPartial",2021-11-25,NA
"Slovakia","NonEssentialShops",2020-03-16,2020-04-21
"Slovakia","NonEssentialShops",2021-11-25,NA
"Slovakia","NonEssentialShopsPartial",2020-04-22,2020-05-20
"Slovakia","NonEssentialShopsPartial",2020-10-01,2021-11-24
"Slovakia","OutdoorOver100",2020-06-04,2020-06-14
"Slovakia","OutdoorOver1000",2020-06-15,2020-09-30
"Slovakia","PlaceOfWorshipPartial",2021-01-01,NA
"Slovakia","PrivateGatheringRestrictionsPartial",2020-10-01,NA
"Slovakia","QuarantineForInternationalTravellersPartial",2020-03-12,NA
"Slovakia","RestaurantsCafes",2021-01-01,2021-04-25
"Slovakia","RestaurantsCafes",2021-11-25,NA
"Slovakia","RestaurantsCafesPartial",2020-03-12,2020-05-20
"Slovakia","RestaurantsCafesPartial",2020-10-01,2020-12-31
"Slovakia","RestaurantsCafesPartial",2021-04-26,2021-11-24
"Slovakia","StayHomeOrderPartial",2020-11-02,2020-11-14
"Slovakia","StayHomeOrderPartial",2021-01-01,2021-05-15
"Slovakia","StayHomeOrderPartial",2021-11-25,2021-12-09
"Slovakia","StayHomeOrderPartial",2021-12-17,NA
"Slovakia","Teleworking",2020-11-02,2021-04-18
"Slovakia","TeleworkingPartial",2021-04-19,NA
"Slovenia","BanOnAllEvents",2021-04-01,2021-04-11
"Slovenia","BanOnAllEvents",2021-11-08,NA
"Slovenia","BanOnAllEventsPartial",2020-03-19,2020-05-04
"Slovenia","BanOnAllEventsPartial",2020-10-17,2021-03-31
"Slovenia","BanOnAllEventsPartial",2021-04-12,2021-04-18
"Slovenia","BanOnAllEventsPartial",2021-04-23,2021-05-14
"Slovenia","ClosDaycare",2020-03-12,2020-05-17
"Slovenia","ClosDaycare",2020-10-26,2021-02-02
"Slovenia","ClosDaycare",2021-04-01,2021-04-11
"Slovenia","ClosDaycarePartial",2020-05-18,2020-06-01
"Slovenia","ClosHigh",2020-03-12,2020-10-14
"Slovenia","ClosHigh",2020-10-24,2021-01-25
"Slovenia","ClosHigh",2021-04-01,2021-04-25
"Slovenia","ClosHighPartial",2020-10-15,2020-10-23
"Slovenia","ClosHighPartial",2021-01-26,2021-03-31
"Slovenia","ClosPrim",2020-03-12,2020-05-17
"Slovenia","ClosPrim",2020-10-24,2021-02-15
"Slovenia","ClosPrim",2021-04-01,2021-04-11
"Slovenia","ClosPrimPartial",2020-05-18,2020-06-01
"Slovenia","ClosPubAny",2020-03-14,2020-04-28
"Slovenia","ClosPubAnyPartial",2020-04-29,NA
"Slovenia","ClosSec",2020-03-12,2020-05-17
"Slovenia","ClosSec",2020-10-19,2021-02-14
"Slovenia","ClosSec",2021-04-01,2021-04-11
"Slovenia","ClosSecPartial",2020-05-18,2020-06-24
"Slovenia","ClosureOfPublicTransport",2020-03-14,2020-04-30
"Slovenia","ClosureOfPublicTransport",2020-11-16,2020-12-15
"Slovenia","EntertainmentVenues",2020-03-16,2020-04-28
"Slovenia","EntertainmentVenues",2021-04-01,2021-04-11
"Slovenia","EntertainmentVenues",2021-11-08,NA
"Slovenia","EntertainmentVenuesPartial",2020-04-29,2020-12-18
"Slovenia","EntertainmentVenuesPartial",2021-01-09,2021-01-15
"Slovenia","EntertainmentVenuesPartial",2021-03-20,2021-03-31
"Slovenia","EntertainmentVenuesPartial",2021-04-12,2021-11-07
"Slovenia","GymsSportsCentres",2020-03-15,2020-05-17
"Slovenia","GymsSportsCentres",2021-04-01,2021-05-16
"Slovenia","GymsSportsCentresPartial",2020-05-18,2020-06-01
"Slovenia","GymsSportsCentresPartial",2021-05-17,NA
"Slovenia","IndoorOver100",2020-03-10,2020-03-18
"Slovenia","IndoorOver100",2020-05-05,2020-05-31
"Slovenia","IndoorOver100",2021-04-19,2021-04-22
"Slovenia","IndoorOver100",2021-06-21,2021-11-07
"Slovenia","IndoorOver50",2021-05-15,2021-06-20
"Slovenia","IndoorOver500",2020-03-07,2020-03-09
"Slovenia","MasksMandatoryAllSpacesPartial",2020-06-25,NA
"Slovenia","MasksMandatoryClosedSpaces",2020-03-30,2020-06-11
"Slovenia","MassGather50",2020-05-18,2020-05-31
"Slovenia","MassGather50",2021-04-01,2021-04-11
"Slovenia","MassGather50",2021-05-15,2021-06-20
"Slovenia","MassGather50",2021-11-08,NA
"Slovenia","MassGather50Partial",2020-03-19,2020-05-04
"Slovenia","MassGather50Partial",2020-10-17,2021-03-31
"Slovenia","MassGather50Partial",2021-04-12,2021-04-18
"Slovenia","MassGather50Partial",2021-04-23,2021-05-14
"Slovenia","MassGatherAll",2020-03-07,2020-03-18
"Slovenia","MassGatherAll",2020-05-05,2020-06-14
"Slovenia","MassGatherAll",2021-04-01,2021-04-11
"Slovenia","MassGatherAll",2021-04-19,2021-04-22
